,,PDIA4,,,,,,,,0.35,,0.82
,,PDIA5,,,,,,,,0.37,,0.14
,,PDIA6,,,,,,,,1.00,,0.93
,,PDILT,,,,,,,,0.67,,0.25
,,PDK1,,,,,,,,0.69,,0.29
,,PDK2,,,,,,,,1.00,,0.82
,,PDK3,,,,,,,,0.00,,0.00
,,PDK4,,,,,,,,0.00,,0.00
,,PDSS1,,,,,,,,0.84,,0.92
,,PDXP,,,,,,,,1.00,,0.36
,,PECI,,,,,,,,0.00,,0.00
,,PELP1,,,,,,,,0.73,,0.73
,,PERP,,,,,,,,0.97,,0.55
,,PES1,,,,,,,,0.00,,0.00
,,PFKFB1,,,,,,,,0.17,,0.44
,,PFKFB2,,,,,,,,0.40,,0.58
,,PFKFB3,,,,,,,,0.13,,0.46
,,PFKFB4,,,,,,,,0.00,,0.00
,,PFKL,,,,,,,,0.00,,0.00
,,PFKM,,,,,,,,0.28,,0.48
,,PFKP,,,,,,,,0.52,,0.62
,,PFN4,,,,,,,,0.00,,0.00
,,PGA5,,,,,,,,1.00,,0.98
,,PGGT1B,,,,,,,,0.00,,0.00
,,PHKA1,,,,,,,,0.91,,0.70
,,PHKA2,,,,,,,,0.78,,0.59
,,PHKB,,,,,,,,0.39,,0.30
,,PHKG1,,,,,,,,1.00,,0.86
,,PHKG2,,,,,,,,0.34,,0.18
,,PHOSPHO2,,,,,,,,0.10,,0.06
,,PI3,,,,,,,,0.00,,0.00
,,PIAS2,,,,,,,,0.00,,0.00
,,PIAS4,,,,,,,,0.56,,0.52
,,PIGA,,,,,,,,0.07,,0.56
,,PIGB,,,,,,,,1.00,,0.68
,,PIGC,,,,,,,,0.86,,0.55
,,PIGF,,,,,,,,0.78,,0.14
,,PIGG,,,,,,,,0.25,,0.06
,,PIGH,,,,,,,,0.00,,0.00
,,PIGK,,,,,,,,0.25,,0.08
,,PIGL,,,,,,,,1.00,,0.96
,,PIGM,,,,,,,,0.68,,0.56
,,PIGN,,,,,,,,0.00,,0.00
,,PIGO,,,,,,,,0.49,,0.99
,,PIGP,,,,,,,,0.00,,0.00
,,PIGQ,,,,,,,,0.60,,0.94
,,PIGT,,,,,,,,0.83,,0.34
,,PIGU,,,,,,,,0.42,,0.18
,,PIGV,,,,,,,,0.64,,0.59
,,PIGW,,,,,,,,0.48,,0.68
,,PIGX,,,,,,,,0.00,,0.00
,,PIGY,,,,,,,,0.00,,0.00
,,PIGZ,,,,,,,,0.11,,0.05
,,PIK3R3,,,,,,,,0.62,,0.18
,,PIK3R4,,,,,,,,0.13,,1.00
,,PIK3R6,,,,,,,,0.09,,0.43
,,PIKFYVE,,,,,,,,0.15,,0.06
,,PIN4,,,,,,,,0.00,,0.00
,,PITPNA,,,,,,,,0.00,,0.00
,,PITPNB,,,,,,,,0.00,,0.00
,,PITPNC1,,,,,,,,0.52,,0.57
,,PITPNM1,,,,,,,,0.83,,0.63
,,PITPNM2,,,,,,,,0.13,,0.06
,,PJA2,,,,,,,,0.20,,0.35
,,PKDCC,,,,,,,,0.50,,0.47
,,PKIA,,,,,,,,0.80,,1.00
,,PKIB,,,,,,,,0.00,,0.00
,,PKLR,,,,,,,,1.00,,0.64
,,PKM2,,,,,,,,0.00,,0.00
,,PKMYT1,,,,,,,,0.72,,0.43
,,PLA2G10,,,,,,,,0.00,,0.00
,,PLA2G12A,,,,,,,,0.00,,0.00
,,PLA2G12B,,,,,,,,0.00,,0.00
,,PLA2G15,,,,,,,,0.08,,0.10
,,PLA2G2C,,,,,,,,0.00,,0.00
,,PLA2G2D,,,,,,,,0.00,,0.00
,,PLA2G2E,,,,,,,,0.73,,0.71
,,PLA2G2F,,,,,,,,0.00,,0.00
,,PLA2G3,,,,,,,,0.38,,0.91
,,PLA2G4B,,,,,,,,0.12,,0.07
,,PLA2G4D,,,,,,,,0.85,,0.64
,,PLA2G4E,,,,,,,,0.00,,0.00
,,PLA2G4F,,,,,,,,0.35,,0.52
,,PLA2G5,,,,,,,,0.00,,0.00
,,PLAT,,,,,,,,0.10,,0.39
,,PLAU,,,,,,,,0.00,,0.00
,,PLCB4,,,,,,,,0.48,,0.92
,,PLCD1,,,,,,,,0.77,,0.79
,,PLCD3,,,,,,,,1.00,,0.38
,,PLCD4,,,,,,,,1.00,,0.70
,,PLCG1,,,,,,,,0.93,,0.92
,,PLCG2,,,,,,,,0.31,,0.25
,,PLCH1,,,,,,,,0.17,,0.82
,,PLCXD1,,,,,,,,0.00,,0.00
,,PLCXD2,,,,,,,,0.00,,0.00
,,PLCXD3,,,,,,,,0.02,,0.34
,,PLCZ1,,,,,,,,0.63,,0.64
,,PLD1,,,,,,,,1.00,,0.91
,,PLD3,,,,,,,,0.63,,0.84
,,PLD4,,,,,,,,0.45,,0.48
,,PLD5,,,,,,,,0.12,,0.41
,,PLD6,,,,,,,,1.00,,0.21
,,PLEKHA1,,,,,,,,0.00,,0.00
,,PLEKHA3,,,,,,,,0.64,,0.54
,,PLEKHA4,,,,,,,,0.70,,0.90
,,PLEKHA5,,,,,,,,0.49,,0.57
,,PLEKHA6,,,,,,,,0.44,,0.52
,,PLEKHA7,,,,,,,,0.67,,0.74
,,PLEKHA9,,,,,,,,0.00,,0.00
,,PLEKHB2,,,,,,,,0.36,,0.10
,,PLEKHF1,,,,,,,,0.00,,0.00
,,PLEKHF2,,,,,,,,1.00,,0.67
,,PLEKHG1,,,,,,,,0.20,,0.28
,,PLEKHG3,,,,,,,,0.04,,0.05
,,PLEKHG4,,,,,,,,0.08,,0.96
,,PLEKHG4B,,,,,,,,0.31,,0.73
,,PLEKHG5,,,,,,,,0.34,,0.10
,,PLEKHG6,,,,,,,,0.29,,0.85
,,PLEKHG7,,,,,,,,0.39,,0.42
,,PLEKHH1,,,,,,,,0.10,,0.30
,,PLEKHH2,,,,,,,,0.39,,0.60
,,PLEKHH3,,,,,,,,1.00,,0.81
,,PLEKHJ1,,,,,,,,0.00,,0.00
,,PLEKHM1,,,,,,,,0.59,,0.31
,,PLEKHM2,,,,,,,,1.00,,0.95
,,PLEKHN1,,,,,,,,0.70,,0.32
,,PLEKHO2,,,,,,,,0.58,,0.92
,,PLOD1,,,,,,,,0.18,,0.08
,,PLOD2,,,,,,,,0.78,,0.31
,,PLOD3,,,,,,,,1.00,,0.91
,,PLRG1,,,,,,,,0.27,,0.07
,,PLSCR5,,,,,,,,0.00,,0.00
,,PLUNC,,,,,,,,0.00,,0.00
,,POF1B,,,,,,,,0.51,,0.15
,,POLA1,,,,,,,,0.16,,0.42
,,POLA2,,,,,,,,0.80,,0.64
,,POLB,,,,,,,,0.00,,0.00
,,POLD4,,,,,,,,0.00,,0.00
,,POLDIP2,,,,,,,,0.00,,0.00
,,POLDIP3,,,,,,,,0.43,,0.90
,,POLE,,,,,,,,0.62,,0.50
,,POLE2,,,,,,,,1.00,,0.90
,,POLE3,,,,,,,,0.96,,0.53
,,POLE4,,,,,,,,0.00,,0.00
,,POLG,,,,,,,,0.25,,0.72
,,POLL,,,,,,,,0.00,,0.00
,,POLM,,,,,,,,0.44,,0.29
,,POLQ,,,,,,,,1.00,,0.51
,,POLR1A,,,,,,,,0.73,,0.69
,,POLR1B,,,,,,,,0.11,,0.02
,,POLR1C,,,,,,,,0.24,,0.48
,,POLR1D,,,,,,,,0.23,,0.21
,,POLR1E,,,,,,,,1.00,,0.70
,,POLR2A,,,,,,,,0.37,,0.22
,,POLR2B,,,,,,,,1.00,,0.48
,,POLR2C,,,,,,,,0.64,,0.19
,,POLR2E,,,,,,,,1.00,,0.85
,,POLR2I,,,,,,,,0.90,,0.58
,,POLR2J,,,,,,,,0.00,,0.00
,,POLR2K,,,,,,,,0.00,,0.00
,,POLR2L,,,,,,,,0.00,,0.00
,,POLR3A,,,,,,,,0.23,,0.04
,,POLR3D,,,,,,,,0.00,,0.00
,,POLR3F,,,,,,,,0.00,,0.00
,,POLR3K,,,,,,,,0.00,,0.00
,,POMGNT1,,,,,,,,0.16,,0.25
,,POMZP3,,,,,,,,0.00,,0.00
,,POP1,,,,,,,,0.92,,0.61
,,POP4,,,,,,,,0.00,,0.00
,,POP5,,,,,,,,0.00,,0.00
,,POP7,,,,,,,,0.00,,0.00
,,POSTN,,,,,,,,1.00,,0.64
,,POTEA,,,,,,,,0.00,,0.00
,,POTEC,,,,,,,,0.37,,0.26
,,POTEE,,,,,,,,0.11,,0.42
,,POTEF,,,,,,,,0.35,,0.85
,,POTEH,,,,,,,,1.00,,0.70
,,POTEM,,,,,,,,0.23,,0.80
,,POU5F2,,,,,,,,0.00,,0.00
,,PPARGC1B,,,,,,,,1.00,,0.62
,,PPEF1,,,,,,,,0.70,,0.35
,,PPEF2,,,,,,,,0.25,,0.96
,,PPFIBP2,,,,,,,,0.18,,0.49
,,PPP1R10,,,,,,,,0.15,,0.97
,,PPP1R11,,,,,,,,1.00,,0.91
,,PPP1R12A,,,,,,,,0.46,,0.45
,,PPP1R12B,,,,,,,,0.89,,0.57
,,PPP1R12C,,,,,,,,0.00,,0.00
,,PPP1R13B,,,,,,,,0.78,,0.51
,,PPP1R14A,,,,,,,,0.00,,0.00
,,PPP1R14C,,,,,,,,1.00,,0.85
,,PPP1R14D,,,,,,,,0.00,,0.00
,,PPP1R15A,,,,,,,,1.00,,0.67
,,PPP1R15B,,,,,,,,1.00,,0.50
,,PPP1R16A,,,,,,,,1.00,,0.47
,,PPP1R1C,,,,,,,,0.00,,0.00
,,PPP1R2,,,,,,,,0.00,,0.00
,,PPP1R3A,,,,,,,,0.77,,0.57
,,PPP1R3B,,,,,,,,0.35,,0.54
,,PPP1R3C,,,,,,,,0.52,,0.18
,,PPP1R3D,,,,,,,,0.03,,0.45
,,PPP1R3F,,,,,,,,0.00,,0.00
,,PPP1R7,,,,,,,,0.00,,0.00
,,PPP1R8,,,,,,,,0.26,,0.15
,,PPP1R9A,,,,,,,,0.84,,0.90
,,PPP1R9B,,,,,,,,0.00,,0.00
,,PPP2R4,,,,,,,,0.00,,0.00
,,PPP4C,,,,,,,,0.46,,0.67
,,PPP4R1,,,,,,,,1.00,,0.35
,,PPP4R2,,,,,,,,0.57,,0.63
,,PPP4R4,,,,,,,,1.00,,0.56
,,PPP5C,,,,,,,,0.49,,0.43
,,PPP6C,,,,,,,,1.00,,0.99
,,PPRC1,,,,,,,,0.64,,0.28
,,PRAF2,,,,,,,,0.00,,0.00
,,PRDM1,,,,,,,,0.53,,0.15
,,PRDM2,,,,,,,,0.16,,0.11
,,PRIC285,,,,,,,,0.00,,0.00
,,PRKCA,,,,,,,,0.60,,0.08
,,PRKCD,,,,,,,,0.22,,0.23
,,PRKCDBP,,,,,,,,0.00,,0.00
,,PRKCG,,,,,,,,1.00,,0.98
,,PRKCH,,,,,,,,0.56,,0.90
,,PRKCI,,,,,,,,0.15,,0.11
,,PRKCQ,,,,,,,,1.00,,0.66
,,PRKCZ,,,,,,,,0.30,,0.88
,,PRKRA,,,,,,,,0.70,,0.80
,,PRKX,,,,,,,,0.00,,0.00
,,PROCR,,,,,,,,0.94,,0.70
,,PROL1,,,,,,,,1.00,,0.84
,,PROZ,,,,,,,,0.87,,0.55
,,PRPH2,,,,,,,,0.25,,0.71
,,PRSS27,,,,,,,,0.00,,0.00
,,PRSSL1,,,,,,,,0.00,,0.00
,,PSME1,,,,,,,,1.00,,0.94
,,PSME2,,,,,,,,0.00,,0.00
,,PSME3,,,,,,,,1.00,,0.68
,,PSME4,,,,,,,,0.67,,0.47
,,PSMF1,,,,,,,,0.67,,0.72
,,PSMG1,,,,,,,,0.04,,0.93
,,PSMG2,,,,,,,,0.00,,0.00
,,PSMG3,,,,,,,,0.00,,0.00
,,PTF1A,,,,,,,,0.56,,0.51
,,PTGER2,,,,,,,,1.00,,0.76
,,PTP4A1,,,,,,,,0.00,,0.00
,,PTP4A2,,,,,,,,0.26,,0.97
,,PTPLA,,,,,,,,0.66,,0.13
,,PTPLB,,,,,,,,0.00,,0.00
,,PTPMT1,,,,,,,,1.00,,0.44
,,PTPN11,,,,,,,,0.37,,0.87
,,PTPN13,,,,,,,,1.00,,0.86
,,PTPN18,,,,,,,,0.00,,0.00
,,PTPN22,,,,,,,,0.32,,0.75
,,PTPN3,,,,,,,,1.00,,0.73
,,PTPN4,,,,,,,,0.80,,0.37
,,PTPN5,,,,,,,,0.91,,0.83
,,PTPN6,,,,,,,,1.00,,0.95
,,PTPN9,,,,,,,,0.05,,0.12
,,PTX3,,,,,,,,0.50,,0.78
,,PTX4,,,,,,,,0.16,,0.10
,,PXMP2,,,,,,,,0.51,,0.94
,,PXMP4,,,,,,,,0.00,,0.00
,,PXT1,,,,,,,,0.00,,0.00
,,PYCR2,,,,,,,,0.00,,0.00
,,PYGB,,,,,,,,0.91,,0.58
,,QKI,,,,,,,,0.66,,0.84
,,RAB10,,,,,,,,0.09,,0.02
,,RAB11A,,,,,,,,0.00,,0.00
,,RAB11B,,,,,,,,0.27,,0.94
,,RAB12,,,,,,,,0.05,,0.66
,,RAB13,,,,,,,,1.00,,1.00
,,RAB14,,,,,,,,0.00,,0.00
,,RAB15,,,,,,,,0.00,,0.00
,,RAB17,,,,,,,,0.00,,0.00
,,RAB18,,,,,,,,0.81,,0.33
,,RAB19,,,,,,,,0.00,,0.00
,,RAB1B,,,,,,,,0.00,,0.00
,,RAB20,,,,,,,,0.39,,0.58
,,RAB21,,,,,,,,1.00,,0.52
,,RAB22A,,,,,,,,0.29,,0.29
,,RAB23,,,,,,,,0.28,,0.06
,,RAB24,,,,,,,,0.00,,0.00
,,RAB25,,,,,,,,0.85,,0.10
,,RAB26,,,,,,,,1.00,,0.75
,,RAB27A,,,,,,,,0.00,,0.00
,,RAB27B,,,,,,,,0.00,,0.00
,,RAB28,,,,,,,,0.61,,0.09
,,RAB2A,,,,,,,,0.00,,0.00
,,RAB2B,,,,,,,,0.00,,0.00
,,RAB30,,,,,,,,0.00,,0.00
,,RAB31,,,,,,,,0.00,,0.00
,,RAB32,,,,,,,,0.44,,0.18
,,RAB33A,,,,,,,,0.03,,1.00
,,RAB33B,,,,,,,,0.00,,0.00
,,RAB34,,,,,,,,0.69,,0.38
,,RAB35,,,,,,,,0.00,,0.00
,,RAB36,,,,,,,,0.13,,0.21
,,RAB37,,,,,,,,0.37,,0.45
,,RAB39,,,,,,,,0.00,,0.00
,,RAB39B,,,,,,,,1.00,,0.15
,,RAB3A,,,,,,,,0.41,,0.26
,,RAB3B,,,,,,,,1.00,,0.52
,,RAB3C,,,,,,,,1.00,,0.43
,,RAB3D,,,,,,,,0.85,,0.31
,,RAB40A,,,,,,,,0.00,,0.00
,,RAB40AL,,,,,,,,1.00,,0.38
,,RAB40B,,,,,,,,0.51,,0.29
,,RAB40C,,,,,,,,0.00,,0.00
,,RAB41,,,,,,,,0.00,,0.00
,,RAB42,,,,,,,,1.00,,0.99
,,RAB43,,,,,,,,0.00,,0.00
,,RAB4A,,,,,,,,0.00,,0.00
,,RAB4B,,,,,,,,0.87,,0.23
,,RAB5A,,,,,,,,0.64,,0.36
,,RAB5B,,,,,,,,1.00,,0.11
,,RAB6A,,,,,,,,0.46,,0.51
,,RAB6B,,,,,,,,0.97,,0.84
,,RAB6C,,,,,,,,0.49,,0.83
,,RAB7A,,,,,,,,0.00,,0.00
,,RAB7L1,,,,,,,,0.00,,0.00
,,RAB8B,,,,,,,,1.00,,0.79
,,RAB9A,,,,,,,,0.00,,0.00
,,RAB9B,,,,,,,,1.00,,0.75
,,RABEP2,,,,,,,,1.00,,0.78
,,RABGGTA,,,,,,,,0.02,,0.01
,,RABL2A,,,,,,,,0.00,,0.00
,,RABL2B,,,,,,,,0.14,,0.98
,,RABL3,,,,,,,,0.37,,0.23
,,RABL5,,,,,,,,0.00,,0.00
,,RAC1,,,,,,,,0.72,,0.37
,,RAD51,,,,,,,,0.78,,0.28
,,RALGAPA1,,,,,,,,0.49,,0.17
,,RALGAPA2,,,,,,,,0.32,,0.08
,,RALGAPB,,,,,,,,0.38,,0.90
,,RALY,,,,,,,,1.00,,0.86
,,RAP1A,,,,,,,,0.00,,0.00
,,RAP2C,,,,,,,,1.00,,0.67
,,RARB,,,,,,,,0.89,,0.63
,,RASD1,,,,,,,,0.00,,0.00
,,RASD2,,,,,,,,0.01,,0.13
,,RASGEF1A,,,,,,,,0.71,,0.59
,,RASGEF1B,,,,,,,,0.57,,0.84
,,RASGEF1C,,,,,,,,0.11,,0.95
,,RASL12,,,,,,,,0.00,,0.00
,,RAVER1,,,,,,,,0.13,,0.61
,,RAVER2,,,,,,,,0.20,,0.13
,,RBM3,,,,,,,,0.00,,0.00
,,RBMS1,,,,,,,,1.00,,0.55
,,RBMS2,,,,,,,,0.31,,0.66
,,RBMX,,,,,,,,0.36,,0.25
,,RBMX2,,,,,,,,0.88,,0.09
,,RBMXL1,,,,,,,,1.00,,0.41
,,RBMXL2,,,,,,,,0.78,,0.29
,,RBP3,,,,,,,,0.37,,0.52
,,RBP4,,,,,,,,0.32,,0.72
,,RBP5,,,,,,,,0.00,,0.00
,,RBP7,,,,,,,,0.00,,0.00
,,RCE1,,,,,,,,0.90,,0.73
,,RCN1,,,,,,,,0.00,,0.00
,,RCN2,,,,,,,,0.17,,0.01
,,RCN3,,,,,,,,0.00,,0.00
,,REG1A,,,,,,,,0.23,,0.07
,,REG1B,,,,,,,,0.36,,0.07
,,RETSAT,,,,,,,,1.00,,0.56
,,REV3L,,,,,,,,0.48,,0.23
,,REXO1,,,,,,,,0.36,,0.95
,,REXO2,,,,,,,,1.00,,0.30
,,REXO4,,,,,,,,1.00,,0.55
,,RFC1,,,,,,,,0.32,,0.33
,,RFC2,,,,,,,,0.50,,0.45
,,RFC3,,,,,,,,0.00,,0.00
,,RFC4,,,,,,,,1.00,,0.87
,,RFC5,,,,,,,,0.84,,0.43
,,RFTN1,,,,,,,,1.00,,0.74
,,RFX1,,,,,,,,0.00,,0.00
,,RFX3,,,,,,,,0.33,,0.19
,,RFX4,,,,,,,,1.00,,0.63
,,RFX6,,,,,,,,0.89,,0.90
,,RFX7,,,,,,,,1.00,,0.74
,,RGMA,,,,,,,,0.12,,0.06
,,RGMB,,,,,,,,0.00,,0.00
,,RHBDL1,,,,,,,,0.18,,0.38
,,RHBDL2,,,,,,,,0.00,,0.92
,,RHBDL3,,,,,,,,0.18,,0.27
,,RHCE,,,,,,,,0.61,,0.93
,,RHD,,,,,,,,0.29,,0.13
,,RHOD,,,,,,,,0.00,,0.00
,,RHOJ,,,,,,,,0.00,,0.00
,,RHOQ,,,,,,,,0.00,,0.00
,,RHOT1,,,,,,,,0.57,,0.83
,,RHOT2,,,,,,,,0.27,,0.95
,,RHOU,,,,,,,,0.08,,0.27
,,RHOV,,,,,,,,1.00,,0.16
,,RHOXF1,,,,,,,,0.45,,0.36
,,RHOXF2,,,,,,,,1.00,,0.59
,,RHOXF2B,,,,,,,,0.00,,0.00
,,RHPN1,,,,,,,,0.50,,0.68
,,RHPN2,,,,,,,,0.14,,0.23
,,RICTOR,,,,,,,,0.62,,0.48
,,RLIM,,,,,,,,0.68,,0.89
,,RNASEH2A,,,,,,,,0.00,,0.00
,,RNASEH2B,,,,,,,,1.00,,0.39
,,RNASEH2C,,,,,,,,0.26,,0.15
,,RNASEK,,,,,,,,0.00,,0.00
,,RNASEN,,,,,,,,0.00,,0.00
,,RNFT1,,,,,,,,0.20,,0.95
,,RNFT2,,,,,,,,0.58,,0.82
,,RNLS,,,,,,,,0.78,,0.40
,,RNPC3,,,,,,,,0.00,,0.00
,,RNPS1,,,,,,,,0.00,,0.00
,,ROBO4,,,,,,,,1.00,,0.67
,,ROCK1,,,,,,,,1.00,,0.77
,,ROCK2,,,,,,,,0.90,,0.84
,,ROPN1,,,,,,,,0.39,,0.87
,,ROPN1B,,,,,,,,0.00,,0.00
,,RPA3,,,,,,,,0.55,,0.29
,,RPA4,,,,,,,,0.00,,0.00
,,RPS4X,,,,,,,,0.05,,0.02
,,RPS4Y1,,,,,,,,0.00,,0.00
,,RPS4Y2,,,,,,,,0.00,,0.00
,,RPTOR,,,,,,,,1.00,,0.92
,,RS1,,,,,,,,0.00,,0.00
,,RSPO4,,,,,,,,0.00,,0.00
,,RXRB,,,,,,,,1.00,,0.98
,,RXRG,,,,,,,,1.00,,0.80
,,SAA4,,,,,,,,0.83,,0.57
,,SAMSN1,,,,,,,,0.02,,0.98
,,SAP130,,,,,,,,1.00,,0.95
,,SAP18,,,,,,,,0.16,,0.03
,,SAP30,,,,,,,,0.16,,0.47
,,SAPS1,,,,,,,,0.00,,0.00
,,SAPS2,,,,,,,,0.00,,0.00
,,SAPS3,,,,,,,,0.00,,0.00
,,SBK2,,,,,,,,1.00,,0.98
,,SC5DL,,,,,,,,0.00,,0.00
,,SCARA3,,,,,,,,1.00,,0.96
,,SCARA5,,,,,,,,0.05,,0.02
